,hh_size,hh_dependency_ratio,age_manager,hh_primary_education,hh_formal_education,farm_size,farm_work,livestock,inorganic_fertilizer,fertilizer_per_ha,yield_kg_ha,yield_stability,yield_per_ha,rainfall_mm,soil_quality_index,soil_npk,drought_risk,climate_stress_index,crop_health_index,tx_frequency,total_volume,avg_transaction,input_purchase_ratio,cashflow_volatility,balance_stability,fraud_rate,input_efficiency,climate_risk_score,hh_shock,drought_shock,dist_market,country,main_crop_clean
10,1.0,0.0,49.0,0.0,1.0,0.2185304462909698,0.0,0.0,0.0,0.0,1939.4926472974096,0.8954827522698807,1939.4926472974096,887.7737207481536,0.8431664559471295,83.21122214701914,0.2019873197318536,0.2075331059347119,0.9397060654943457,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2791595918857662,0.0,1.0,60.70000076293945,Tanzania,LEGUMES
11,8.0,1.6666666269302368,71.0,0.0,1.0,11.197661399841309,1.0,0.0,0.0,0.0,2754.2894470516967,0.7249482652258171,2754.2894470516967,731.4898706412519,0.7035757100746092,60.7731048664387,0.419683067540583,0.4999224242305318,0.6341414902462454,13.0,46685.3,3591.176923076923,1.0,1.7295074964796089,30618477.390679616,0.5384615384615384,0.0,0.3098839927692511,1.0,0.0,60.70000076293945,Tanzania,MAIZE
12,4.0,1.0,54.0,0.0,1.0,0.1870001703500747,1.0,0.0,0.0,0.0,2680.8145359231244,0.6556434179365286,2680.8145359231244,778.9019440293899,0.7417756012313714,58.12311010720124,0.2525849189438003,0.428583868644465,0.770198603614149,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2040815657587062,1.0,0.0,60.70000076293945,Tanzania,TUBERS_ROOT
13,9.0,0.125,58.0,1.0,1.0,5.082856178283691,0.0,0.0,0.0,0.0,4003.630104711061,0.6278050566062943,4003.630104711061,766.3112799089197,0.6000557223340517,66.31050345857776,0.4057362064608524,0.5926401495044399,0.7652367111868548,1.0,536.87,536.87,1.0,0.0,29339507.0522982,0.0,0.0,0.4616587260539624,1.0,0.5,60.70000076293945,Tanzania,OTHER
14,14.0,2.5,45.66666666666666,1.0,1.0,7.049630165100098,1.0,0.0,0.0,0.0,2660.911060394189,0.7606007882683574,2660.911060394189,811.5983920334398,0.7147706451710952,55.38476060420418,0.2914419295659209,0.3041049723366071,0.7151992194808364,13.0,283550.35,21811.565384615384,1.0,2.806851274819967,1171118.4033765409,0.6923076923076923,0.0,0.3313024146638016,1.0,0.0,60.70000076293945,Tanzania,MAIZE
15,2.0,0.0,41.5,1.0,1.0,2.804474115371704,1.0,0.0,0.0,0.0,4155.86197180309,0.6396410019061274,4155.86197180309,508.4164616700421,0.6439708327061802,82.21943597608944,0.159262095271032,0.4522468908146971,0.905129778495553,2.0,146248.27,73124.135,1.0,1.4123250468255242,0.0,1.0,0.0,0.1439895644285836,0.0,0.0,60.70000076293945,Tanzania,OTHER
16,4.0,3.0,80.0,1.0,1.0,0.4208734333515167,1.0,0.0,0.0,0.0,2992.8532333215194,0.6393173802747544,2992.8532333215194,803.5040430766816,0.731882732181033,70.06986473645807,0.3497104600711218,0.4998635709544825,0.7702501967517037,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2435085959007013,0.0,0.0,60.70000076293945,Tanzania,TUBERS_ROOT
17,5.0,0.25,53.0,1.0,1.0,1.3961666822433472,1.0,0.0,0.0,0.0,4148.852263004401,0.7020948077468743,4148.852263004401,826.8702944716714,0.5110792123695113,71.40108933563614,0.1417540314271566,0.5826139430209714,0.5654390397151676,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1634664035596066,1.0,0.0,60.70000076293945,Tanzania,OTHER
18,2.0,2.0,86.0,0.0,0.0,0.59488844871521,1.0,0.0,0.0,0.0,3373.8214735719766,0.5939025793303918,3373.8214735719766,642.6099237292253,0.7621372774879059,77.87785320252311,0.3481660728306998,0.3188261191230287,0.7622771552674195,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2325514879075752,0.0,1.0,60.70000076293945,Tanzania,OTHER
19,2.0,0.5,49.0,1.0,1.0,1.460916519165039,1.0,0.0,0.0,0.0,3294.9772548648334,0.7468882769742639,3294.9772548648334,901.0940372658044,0.7574071110709117,52.68566122439103,0.162762328911961,0.7510520997260814,0.62002084666095,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1203116560164778,1.0,0.0,60.70000076293945,Tanzania,OTHER
20,1.0,0.0,60.0,0.0,1.0,0.3844517171382904,1.0,0.0,0.0,0.0,3365.299512399447,0.483236318912943,3365.299512399447,638.5061600923079,0.6553054895472314,56.11810404833014,0.3958621492430121,0.4618171622585085,0.733102352303913,1.0,576.8,576.8,1.0,0.0,29339507.0522982,0.0,0.0,0.3333186651621496,1.0,0.0,60.70000076293945,Tanzania,RICE
21,4.0,1.0,37.0,0.0,1.0,2.302663326263428,0.0,0.0,0.0,0.0,3204.158338943588,0.6516902722859528,3204.158338943588,586.1247127992144,0.6769640075054566,47.44032515892513,0.3223953570039066,0.3971274034566975,0.6369049189097361,3.0,20342.38,6780.793333333334,1.0,1.6590734722998413,73420610.03338557,0.3333333333333333,0.0,0.1862459953626903,1.0,0.0,60.70000076293945,Tanzania,NUTS
22,9.0,1.25,40.0,1.0,1.0,3.1433026790618896,1.0,0.0,0.0,0.0,2286.727415989508,0.6089156048033907,2286.727415989508,658.5231404368152,0.7587414892627327,46.90177964356593,0.1675273977067003,0.3415150869348579,0.6846697136114223,1.0,609.99,609.99,1.0,0.0,29339507.0522982,0.0,0.0,0.2105889490645883,1.0,1.0,60.70000076293945,Tanzania,MAIZE
23,8.0,1.6666666269302368,59.0,1.0,1.0,1.0845584869384766,0.0,0.0,0.0,0.0,2715.449490221953,0.5647583726556484,2715.449490221953,528.3291308850208,0.5902407901510961,77.44337894722688,0.1006919191625132,0.5513557446389095,0.8504970078642624,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2925586689949419,1.0,0.0,60.70000076293945,Tanzania,LEGUMES
24,1.0,0.0,51.0,0.0,0.0,0.1052183583378791,1.0,0.0,0.0,0.0,2339.7030177000406,0.8747815427775142,2339.7030177000406,679.2068407942976,0.8108460777487198,50.46059267580976,0.2561212849886042,0.4134533191396041,0.6876880159020508,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2557273861953583,1.0,0.0,60.70000076293945,Tanzania,OTHER
25,6.0,1.0,40.0,1.0,1.0,0.3358893692493438,0.0,0.0,0.0,0.0,3112.1242879622696,0.6133796995554675,3112.1242879622696,735.6994475633828,0.5575515209649342,57.7745562556462,0.3114179443254902,0.5325884578628493,0.7895026914368426,1.0,598.6,598.6,1.0,0.0,29339507.0522982,0.0,0.0,0.2103000782559199,0.0,0.0,60.70000076293945,Tanzania,OTHER
26,2.0,2.0,82.0,0.0,0.0,52.60918045043945,1.0,0.0,0.0,0.0,3408.454926159803,0.852876676992605,3408.454926159803,431.0217954161874,0.7667656058080816,49.97363572835601,0.2757571385651108,0.388791974419566,0.8107964013884885,48.0,1216835.1,25350.73125,1.0,3.067118847986673,111966134.3374186,0.625,0.0,0.2223041209957993,0.0,0.0,60.70000076293945,Tanzania,RICE
27,6.0,1.0,56.0,1.0,1.0,1.20120108127594,1.0,0.0,0.0,0.0,3513.7954495665194,0.6874395916732857,3513.7954495665194,656.9132204975838,0.7238212126473037,55.30715599198943,0.3105577908470366,0.483827640921683,0.710092713362873,5.0,106766.8,21353.36,1.0,0.6599581227615557,8933576.997015618,0.8,0.0,0.258871936776461,1.0,0.0,60.70000076293945,Tanzania,LEGUMES
28,5.0,0.6666666865348816,44.0,0.0,1.0,6.27970552444458,1.0,0.0,0.0,0.0,3042.800317446435,0.5940171347969373,3042.800317446435,563.3216881784422,0.7015755379841154,54.32804428432592,0.394283858773717,0.5254126199403496,0.7822765370660433,6.0,523128.5399999999,87188.09,1.0,2.2575624359984063,57911856.46565806,0.3333333333333333,0.0,0.2994385005343551,0.0,0.0,60.70000076293945,Tanzania,OTHER
29,1.0,1.0,75.0,0.0,1.0,2.411928653717041,0.0,0.0,0.0,0.0,3239.797984553796,0.606548139001551,3239.797984553796,732.1801743434198,0.5721216763360792,61.29216313828337,0.3122965102521848,0.4482744210207492,0.7666084213893952,10.0,335915.34,33591.534,1.0,2.637060133035708,9984907.741077935,0.7,0.0,0.2623165955635292,1.0,0.0,60.70000076293945,Tanzania,OTHER
30,2.0,0.0,29.0,1.0,1.0,0.7648565173149109,0.0,0.0,0.0,0.0,3192.009293370817,0.8295630379328048,3192.009293370817,569.1361225517162,0.4698507353087063,83.95479891050152,0.2404204268445515,0.7202651904414752,0.8473149063219865,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1728904325804361,1.0,0.0,60.70000076293945,Tanzania,MAIZE
31,8.0,3.0,39.0,0.0,1.0,2.3593194484710693,1.0,0.0,0.0,0.0,3010.4625297293574,0.6131790619114976,3010.4625297293574,792.9441647802637,0.7593724104791245,75.38637700279278,0.1473012224249854,0.4259693698747788,0.6069142641897918,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2159893123164392,0.0,1.0,60.70000076293945,Tanzania,MAIZE
32,1.0,0.0,21.0,0.0,1.0,0.1214058026671409,0.0,0.0,0.0,0.0,2357.26532322517,0.6313328587583393,2357.26532322517,532.3872069830977,0.8291752736078757,38.21631308637533,0.2059273425104441,0.2620529790574116,0.6737217973049684,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.197443946043189,1.0,1.0,60.70000076293945,Tanzania,MAIZE
33,4.0,0.3333333432674408,36.0,0.0,1.0,1.5175725221633911,1.0,0.0,0.0,0.0,2625.3128721769285,0.7033445763412175,2625.3128721769285,655.5868088373354,0.8046817999979615,60.0805820519106,0.2846788337446036,0.3819370026593561,0.8132266969914598,6.0,375768.17,62628.02833333333,1.0,2.159072398545103,5515.850217733134,0.8333333333333334,0.0,0.2299420700415282,0.0,0.0,60.70000076293945,Tanzania,TUBERS_ROOT
34,4.0,0.3333333432674408,51.5,1.0,1.0,4.050906658172607,1.0,0.0,0.0,0.0,2554.7553972204123,0.8047937887748781,2554.7553972204123,625.9039649779047,0.6750678139453994,55.55813993155756,0.1617044415407195,0.4075452968908841,0.7827793321160077,5.0,29152.66,5830.532,1.0,2.063667167302752,61885.81912139687,0.4,0.0,0.1848160954140305,1.0,0.0,60.70000076293945,Tanzania,TUBERS_ROOT
35,3.0,0.5,29.0,1.0,1.0,0.3642174005508423,1.0,0.0,0.0,0.0,3731.0870391880585,0.8991447553803853,3731.0870391880585,808.1173281841029,0.9049011586951669,45.98689159891296,0.3915624252019491,0.3439328602008455,0.8557598083673035,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.3699872637305376,0.0,0.0,60.70000076293945,Tanzania,TUBERS_ROOT
36,8.0,0.6000000238418579,59.0,1.0,1.0,0.4977637827396393,0.0,0.0,0.0,0.0,612.9878514844013,0.8692575071488492,612.9878514844013,898.7123070245698,0.6819800487868113,73.79701334737456,0.1908695925994934,0.1980179048043858,0.8692906379398451,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1913258353861812,0.0,0.0,60.70000076293945,Tanzania,RICE
37,4.0,3.0,33.0,1.0,1.0,2.047711133956909,1.0,0.0,0.0,0.0,2468.9591809461954,0.6944421062859183,2468.9591809461954,616.5760184707494,0.5461846010575226,62.106339321845525,0.2718410021638008,0.4586216592032356,0.6891992615419278,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1889643542332776,1.0,0.0,60.70000076293945,Tanzania,OTHER
38,7.0,1.0,44.0,0.0,1.0,3.1120352745056152,1.0,0.0,0.0,0.0,1949.4472526992784,0.8174445332693713,1949.4472526992784,741.7359650924923,0.5706314359032174,56.56605601506493,0.2962396128905191,0.5739276375877049,0.7957481843317973,3.0,12683.44,4227.8133333333335,1.0,1.4406191283484215,64394528.05045132,0.3333333333333333,0.0,0.2406154948458195,0.0,0.0,60.70000076293945,Tanzania,MAIZE
39,5.0,1.2222222089767456,48.0,1.0,1.0,9.619386672973633,0.0,0.0,0.0,0.0,2673.2421515711653,0.5949276580888714,2673.2421515711653,578.7441638849449,0.5637599118536024,56.89174049203761,0.4079021295189442,0.5620052113194894,0.7113516766285347,10.0,482509.19,48250.919,0.9,1.4275152100549826,58320676.63261816,0.3,0.0,0.2960910323015796,1.0,0.0,60.70000076293945,Tanzania,RICE
40,4.0,0.0,63.0,1.0,1.0,0.339936226606369,1.0,0.0,0.0,0.0,2949.8827456909853,0.5071366593744047,2949.8827456909853,1181.0365135127267,0.928153048274022,61.91982190785284,0.4276786997932533,0.6684600208427527,0.5935222003810383,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2666120134921799,1.0,0.0,60.70000076293945,Tanzania,MAIZE
41,10.0,1.5,60.0,0.0,1.0,5.937705039978027,1.0,0.0,0.0,0.0,2631.575045784252,0.7095281844341839,2631.575045784252,639.6477581596134,0.8204887491699453,63.04425006239342,0.3104789529583731,0.3666952314479897,0.7862216234505754,4.0,19155.19,4788.7975,1.0,1.6896112002735095,5722.925,0.25,0.0,0.2280755942826716,1.0,0.25,60.70000076293945,Tanzania,MAIZE
42,5.0,0.0,56.0,1.0,1.0,0.1092652231454849,0.0,0.0,0.0,0.0,2951.4094618432555,0.661926997338624,2951.4094618432555,810.4402491989172,0.7841085644494985,65.53580837066993,0.3187869738875422,0.4642403938319507,0.7980087670933682,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2974911552487707,1.0,0.0,60.70000076293945,Tanzania,OTHER
43,6.0,2.0,39.0,0.0,1.0,0.8971008062362671,0.0,0.0,0.0,0.0,1468.0538013120413,0.884494104096716,1468.0538013120413,753.7531037522424,0.6564947498184903,77.78588507071531,0.2033462042931155,0.3520215108825651,0.7326311304517505,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1818731237595523,1.0,0.0,60.70000076293945,Tanzania,MAIZE
44,7.0,0.5,49.0,1.0,1.0,0.0526091791689395,1.0,0.0,0.0,0.0,2598.8797925073204,0.6500040982852893,2598.8797925073204,581.6684306732859,0.5586789315577557,53.32597182687971,0.0920560199927693,0.4448751968117156,0.7330246124749806,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1129530724834801,0.0,0.0,60.70000076293945,Tanzania,OTHER
45,4.0,1.0,52.0,1.0,1.0,1.178400993347168,1.0,0.0,0.0,0.0,2337.157224864819,0.6747077940932913,2337.157224864819,777.1285607118922,0.473647047307589,70.75163356507481,0.1551170067349703,0.250006415512975,0.6638070882054695,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1033141873501803,1.0,0.0,60.70000076293945,Tanzania,MAIZE
46,3.0,0.5,65.0,0.0,1.0,0.1375932395458221,1.0,0.0,0.0,0.0,2704.971569424204,0.69836224766548,2704.971569424204,615.8434673632152,0.6995040815373194,45.9062366917314,0.3652013902591084,0.4645661955522661,0.8670127855648515,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2657239558977871,1.0,0.0,60.70000076293945,Tanzania,OTHER
47,3.0,0.5,27.0,0.0,1.0,0.202343001961708,1.0,0.0,0.0,0.0,1949.2801763806528,0.6143374176080151,1949.2801763806528,862.7928194745103,0.8201680581332904,37.76660052965437,0.1299203612939075,0.6184533151244964,0.6867559543761906,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.0935417013447681,1.0,0.0,60.70000076293945,Tanzania,TUBERS_ROOT
48,3.0,2.0,93.0,0.0,0.0,3.820235729217529,0.0,0.0,0.0,0.0,2621.7948462729646,0.6735915603497431,2621.7948462729646,624.3985150848334,0.7501863791677407,50.45746053094962,0.389772470605664,0.3890306752928411,0.7542942577571966,5.0,58681.51,11736.302,1.0,1.4581410555805616,3038.007669810924,0.8,0.0,0.2389734850053837,0.0,1.0,60.70000076293945,Tanzania,SORGHUM
49,3.0,0.5,32.0,0.0,1.0,0.6394005417823792,1.0,0.0,0.0,0.0,2734.003443412289,0.6499679116599648,2734.003443412289,845.3642123775396,0.7525792194067452,40.88208527663819,0.3039109861937829,0.429295370966592,0.6906650098109861,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2686403443013366,1.0,0.0,60.70000076293945,Tanzania,TUBERS_ROOT
50,6.0,2.0,50.0,0.0,1.0,18.372745513916016,1.0,0.0,0.0,0.0,966.4174741427394,0.5088304405210693,966.4174741427394,548.8763263442958,0.6300091799468942,61.25437963675495,0.218360753858896,0.372623349959482,0.5607317165149189,1.0,512.05,512.05,1.0,0.0,29339507.0522982,1.0,0.0,0.1162247036261494,1.0,0.0,60.70000076293945,Tanzania,OTHER
51,2.0,0.0,27.0,1.0,1.0,1.5823222398757937,1.0,0.0,0.0,0.0,3628.1382029749298,0.8296246557600406,3628.1382029749298,345.219442103326,0.8459120475176676,84.03418688343751,0.1096396493657721,0.6753269500095517,0.8313430453002183,2.0,17643.23,8821.615,1.0,1.309240130150688,60348889.76512596,0.0,0.0,0.1200316361973778,1.0,0.0,60.70000076293945,Tanzania,OTHER
52,8.0,1.0,54.0,1.0,1.0,0.7668799459934235,1.0,0.0,0.0,0.0,3054.758602330875,0.7737692722647509,3054.758602330875,531.0790323426702,0.7986273859818688,78.10712722262528,0.2692707979129322,0.5391063429572029,0.7770514991949817,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.4009256948947314,0.0,0.0,60.70000076293945,Tanzania,OTHER
53,7.0,0.75,54.0,1.0,1.0,0.1821087002754211,0.0,0.0,0.0,0.0,1190.456898804676,0.6331063992675918,1190.456898804676,576.0072375658838,0.5469900769458649,63.53487084399844,0.322266104857924,0.2990758658391712,0.8056883581013359,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1941872456381747,1.0,1.0,60.70000076293945,Tanzania,RICE
54,9.0,1.0,42.0,0.0,1.0,1.4234012365341189,1.0,0.0,0.0,0.0,3155.4138584682105,0.7584872332014981,3155.4138584682105,592.3023114642872,0.8333015052100888,53.71100165656256,0.1468283375557982,0.5822800697903772,0.8893861836569174,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1790869876479742,1.0,0.0,60.70000076293945,Tanzania,RICE
55,6.0,2.0,33.0,0.0,1.0,2.04366421699524,0.0,0.0,0.0,0.0,3094.243027932658,0.8080624104038565,3094.243027932658,714.9584922954649,0.9336594834324272,39.420368775388845,0.6022568935346996,0.3246232151541175,0.9049745627318218,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.3414446496424134,1.0,0.0,60.70000076293945,Tanzania,MAIZE
56,4.0,1.5,28.0,0.0,1.0,0.1416400969028473,1.0,0.0,0.0,0.0,2346.935568782544,0.9051029990984564,2346.935568782544,641.3132121165718,0.8204659112906654,67.87872935868725,0.3353126726291794,0.6506211417152781,0.895073432986204,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2453654367124169,1.0,1.0,60.70000076293945,Tanzania,MAIZE
57,6.0,0.5,46.0,1.0,1.0,21.322904586791992,1.0,0.0,0.0,0.0,3344.326701290539,0.789933539396265,3344.326701290539,619.0909351584903,0.7469299752915333,54.83270042371038,0.3613616477866023,0.3740747459426046,0.816075925916764,32.0,181194.02,5662.313125,1.0,2.0312201025571563,69913094.71982127,0.4375,0.0,0.2827897355730237,1.0,0.0,60.70000076293945,Tanzania,OTHER
58,8.0,1.6666666269302368,80.0,0.0,1.0,5.099043369293213,1.0,0.0,0.0,0.0,2628.7730248718417,0.7090577392507507,2628.7730248718417,806.1808122046206,0.6846288237770319,56.155715031717136,0.3588311309610652,0.396050823211512,0.7774850935685109,17.0,141276.97,8310.41,1.0,3.0297038713160807,28299598.627817973,0.5294117647058824,0.0,0.2985658856591993,1.0,0.0,60.70000076293945,Tanzania,OTHER
59,3.0,0.5,47.0,1.0,1.0,0.0121405804529786,0.0,0.0,0.0,0.0,3341.2723393387146,0.6888045840896261,3341.2723393387146,757.5771018527918,0.8130119095981041,50.09393714562013,0.1687524482681929,0.2890086885351881,0.9386967097121244,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.1176747511244513,0.0,0.0,60.70000076293945,Tanzania,OTHER
60,3.0,0.5,29.0,1.0,1.0,1.7441966533660889,1.0,0.0,0.0,0.0,3065.6669880539253,0.6556217988001741,3065.6669880539253,528.4192294410386,0.6279469067489322,42.46071296808245,0.3539873025103954,0.5871136181008727,0.79977720212735,2.0,17763.8,8881.9,1.0,1.3180784356123108,120870038.54153676,0.0,0.0,0.2329559124677045,0.0,0.0,60.70000076293945,Tanzania,MAIZE
61,2.0,1.0,33.0,0.0,1.0,0.506400465965271,1.0,0.0,0.0,0.0,2380.97702740167,0.6382107184091215,2380.97702740167,615.5707989203831,0.7059758958793187,54.84117113358812,0.4126282574833433,0.5286322057603936,0.6746554432300889,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.2820525255115385,0.0,0.0,60.70000076293945,Tanzania,MAIZE
62,8.0,1.0,56.0,1.0,1.0,1.578275442123413,1.0,0.0,0.0,0.0,2832.616719140394,0.5150235026073414,2832.616719140394,652.2578222913197,0.9294056436910516,44.32759146826957,0.612343964985185,0.5670575505908007,0.8156651127644488,1.0,546.46,546.46,1.0,0.0,29339507.0522982,0.0,0.0,0.3497033151605013,1.0,0.0,60.70000076293945,Tanzania,OTHER
63,1.0,0.0,36.0,0.0,0.0,1.8413212299346924,0.0,0.0,0.0,0.0,3248.919899892365,0.731208296644506,3248.919899892365,450.0658625871917,0.4342996815050146,58.49718251763733,0.2173489792616016,0.4366346527775773,0.7483814163807979,1.0,560.47,560.47,1.0,0.0,29339507.0522982,0.0,0.0,0.1652372758436481,1.0,0.0,60.70000076293945,Tanzania,OTHER
64,7.0,0.4000000059604645,50.0,1.0,1.0,12.832592964172363,1.0,0.0,0.0,0.0,3236.1853695075097,0.8665160445329458,3236.1853695075097,761.0933351364595,0.5895511545118713,49.68023411889571,0.3404224309191764,0.52334510778057,0.7351945870156753,11.0,116744.77,10613.160909090908,1.0,1.2401005558798328,57701571.824956216,0.4545454545454545,0.0,0.2565658301354696,1.0,0.0,60.70000076293945,Tanzania,OTHER
65,2.0,0.0,38.0,1.0,1.0,0.4087328612804413,0.0,0.0,0.0,0.0,3595.9955902464626,0.8923969647943348,3595.9955902464626,728.4766104365393,0.8266157403238283,69.16309758625975,0.0792828283040874,0.4934928671790228,0.8777467756164998,0.0,0.0,0.0,0.0,0.0,29339507.0522982,0.08,0.0,0.0735196402746317,0.0,0.0,60.70000076293945,Tanzania,RICE
